news_title	label
Amurka Za Ta Kwashe Sojojinta Da Ke Nahiyar Afirka	World
Rashin Kudaden Tallafi Zai Janyo Asarar Rayuka A Yemen	World
Yan Ta'adda Da Masu Iza Wutar Fitina Za Su Hadu Da Fushin Gwamnati-Shugaba Buhari.	Politics
Majalisar Dattawan Amurka Zata Ci Gaba da Binciken Zargin Cewa Rasha Ta Yiwa Zaben Amurka Shishshigi	World
Mutane 50 Sun Mutu, 200 Sun Ji Rauni A Harin Dan Bindiga A Las Vegas	World
MDD Ta Damu Da Karin Tashe-Tashen Hankula a Mali	World
An Sami Hadin Kan ‘Ya ‘Yan Jam’iyyar APC a Jihar Nasarawa	Politics
Hanyoyin Najeriya, Sun Zama Makabartu Ba Mai Son Bi	Nigeria
Firayim Ministar Birtaniya Theresa May Za Ta Yi Murabus	World
Mumunar Tarzoma Ta Sake Kunno Kai A Kudancin Phillipines	World
Yajin Aiki a Najeriya na iya kara yaduwar ciwon Inna	Health
Mai shan maganin kanjamau yana bukatar hadin kan iyali da kuma al’umma - Dr.Dankyau	Health
Kotu Ta Umarci INEC Ta Mika Takardar Shaidar Cin Zabe Ga Wasu Jam'iyyu	Politics
Adamawa: ‘Yan Gudun Hijira Sun Koka Kan Rashin Samun Kulawa	Health
Wani Harin Kunar Bakin Wake Ya Kashe Jami'an Soji A Kabul	World
Gwamnan Plato Ya Ce Zaman Lafiya Ya Dawo Jihar	Nigeria
Kwayoyin Rigakafin Cutar HIV Zasu Iya Yaki Da Cutar Kansa	Health
An Samu Kwayar HIV a Jikin Marasa Lafiyan Da Ake Tunanin Sun Warke	Health
Rikakken Mai Satar Mutanen Nan Ya Sake Shiga Hannun Hukuma	Nigeria
"Hukumar NYSC Ta Dakatar Da Rukunin ""C"" Da Ta Tura Kaduna"	Nigeria
Taron Bunkasa Harkokin Da Suka Shafi Ci Gaban Mata a Taron AU	Africa
Rasha Za Ta Koma Kera Makaman Nukiliya	World
Kotu Ta Ba Da Umurnin Kama Shugaban IPOB Nnamdi Kanu	Nigeria
Ana Zaben Shugaban Kasa a Malawi	Africa
Habasha Da Eritrea Sun Rattaba Hannu Kan Yarjejeniyar Zaman Lafiya	Africa
Ana Zargin Bashir Da Tunzura Jama'a Da Kashe Masu Zanga-Zanga	Africa
Yan Rohingya Na Bukatar Daukin Gaggawa	World
Yawan Masu Kamuwa Da Polio Ya Ragu Bana A Najeriya	Health
Hukumomin Yaki Da Cin Hanci Da Rashawa Na Nijar Da Najeriya Sun Kulla Wata Yarjejeniya	Africa
Shugaban Najeriya Muhammadu Buhari Zai je Kasar Ingila Hutu	Nigeria
Shugaban Majalisar Dattijan Najeriya Zai Tsaya Takarar Shugaban Kasa	Politics
Dage Zabe: IPMAN Ta Umurci Mambobinta Su Rage Farashin Mai	Nigeria
Najeriya Ce Ta Biyu A Yawan Masu Fama Da Cutar Kanjamau-Ko-HIV	Health
Kwanakin Jarirai Na Farko Sun Fi Kasada - inji Kungiyar Lafiya	Health
Masanan Lafiya Sun Gargadi Mata Masu Shayar Da Nono	Health
Gwamnatin Afghanistan Ta Tabbatar Da Mutuwar Mutane 43	World
Buki Ya Rikide Ya Zama Mummunar Tashin Hankali A Bauchi	Nigeria
An Fara Taron Kolin Tarayyar Afirka A Nijar	Africa
Trump Ya Gana Da Sarauniya Elizabeth Ta Birtaniya	World
Jagoran 'Yan Adawar Venezuela Ya Yi Tayin Ahuwa Ma Sojojin Kasar	World
Hukumomin Tanazani Sun Ki Bada Bayanai Akan Yiwuwar Bullar Cutar Ebola - Inji WHO	Health
Najeriya: An Tura ‘Yan Sanda 2000 Don Su Taimakawa Sojoji a Yaki Da Boko Haram	Nigeria
El - Zakzaky Ba Zai Gudu Ba - Kakakin 'Yan Shi'a	Nigeria
Rikici Ya Barke Tsakanin Jam'iyar APC A Jihar Adamawa	Politics
An Kaddamar da Shirin Yaki da Mutuwar Mata da Yara	Health
Shan Magani Ba Bisa Ka’ida Ba Yana Da Illa Ga Mata Masu Ciki	Health
New Zealand Na Tuhumar Wani Mutum Da Laifin Kisan Mutum Sama Da 40 a Masallaci	World
An Maka Majalisar Dokokin Najeriya A Kotu Kan Sayen Motocin Alfarma	Politics
Ofishin Jakadancin Amurka Ya Yiwa 'Yan Jarida Bita Kan Zaman Lafiya	Nigeria
Gamayyar Kungiyoyin Kishin Al’umma Sun Yi Tsokaci Kan Zaben Najeriya	Politics
An Kammala Jana'izar Tsohon Shugaban Najeriya Shehu Shagari	Nigeria
Majalisar Dokokin Britaniya Za Ta Kada Kuri'ar Ficewa Daga Kungiyar Tarayyar Turai	World
Italiya Tana Daukar Matakan Maido Da Zaman Lafiya A Kasar Libya	World
Kasar China ta Bada Maganin Zazzabin Cizon Sauro Ga Kasar Chadi	Health
Kungiyar 'Yan Shi'a Ta Cika Shika-Shikan Zama Kungiyar 'Yan-Ta'adda	Nigeria
Tarayyar Turai Ta Soki Zaben Najeriya Na 2019	World
Daraktar Muryar Amurka Amanda Bennett Ta Gana Da Masu Sauraren Sashen Hausa A Abuja	World
Taron Shuwagabannin Kasashen Afrika Bai Bar Mata A Baya Ba	Africa
Murabus Din Shugaban Aljeriya: Za A Yi Taron Kafa Wata Gwamnati	Africa
Kotun Canada Ta Bada Belin Shugabar Kamfanin Sadarwa Na China	World
Rahoton IMF Ya Nuna Damuwa Game Da Tsanantar Cin Hanci A Nijar	Africa
Zaben A 'Yan Majalisa A Afghanistan Ya Huskanci Hare Hare	World
An Hallaka Wasu Wakilan Zabe A Jihar Taraba	Politics
Cutar kwalara ta kashe mutane hamsin a jihar Nija	Health
Ziyarar Muhammadu Buhari a Maiduguri	Politics
Kayayyakin Zabe Sun Isa Jihar Adamawa	Politics
Dubban Mutane Suka Fito Bada Jini Don Taimakawa Wadanda Suka Jikata a Harin Las Vegas	World
Yan sanda a Wuraren Duba Ababen Hawa	Nigeria
Fararen Hula Da Suka Gudu Daga Garin Malakal Sun Koma Gidajensu	Africa
Cibiyar Raya Demokradiyya Ta Koka Akan Yada Sakamakon Zabe Na Bogi	Politics
Amurka Ba Zata Dagawa Koriya Ta Arewa Kafa Ba Har Sai....	World
Malamai Sun Dukufa Neman Maslaha Kan Rashin Tsaro a Najeriya	Nigeria
Zanga Zangar Kasar Iraki Na Dada Kazancewa	World
Yadda Dalibai Suka Rasa Rayukansu a Bauchi	Nigeria
Guguwar Irma Ta Fantsamo Tayi Kaca-Kaca Da Jihar Florida	World
PDP Ta Sha Gaban APC A Adamawa	Politics
ECOWAS Ta Shirya Taron Fadakar Da Kawuna Kan Hada-hadar Kudi	Africa
An Gudanar Da Zabe Cikin Lumana A Abuja	Politics
Najeriya: Bayan Zabe Sai Batun Cika Alkawari Ga 'Yan Kasa	Politics
Nijar Ta Fara Tantance Likitocin Da Suka Kammala Karatu	Africa
Lauyoyin Najeriya Sun Kauracewa Zaman Kotu Na Kwanaki Biyu	Politics
Yan Sanda Sun Ce Kura Ta Lafa A Jihar Ebonyi	Nigeria
Kungiyar ECOWAS Ta Koka Da Addadin Makaman Dake Hannun Al'umma	Africa
An Yi Kira Ga Gwamnati Nigeria Ta Kawo Karshen Cutar Shan Inna	Health
Nijar: An Cika Shekaru 24 Da Samar Da Yarjejeniyar Zaman Lafiya	Africa
Kotu Ta Yanke Hukunci Kan Dokar Wa’azi a Kaduna	Nigeria
Jam'iyyar Adawa A Nijar Ta Modem Lumana Ta Gudanar Da Taron Farko A Amurka	Africa
Jam'iyyar Adawa Ta Yi Nasara a Zaben Magajin Garin Istanbul	World
An Kashe Sojojin Amurka Biyu A Jamhuriyar Niger.	World
Gawmnatin Najeriya Ta Koka Kan Rahoton Amnesty International	Nigeria
"Trump Ya Nemi Su Yi ""Gajeruwar"" Ganawa Da Kim"	World
Hukumomin China Na Amfani Da Wata Manhaja Wajen Binciken Musulman Kasar	World
An Ci ISIS Da Yaki	World
Flato: Shugabannin Kiristocin Arewa Sun Yi Taron Neman Zaman Lafiya	Nigeria
China: An Kashe Dalibai Takwas a Makarantar Sakandare	World
Majalisar Wakilai Za Ta Binciki Lamarin Rufe Kofar Majalisa Da DSS Suka Yi	Politics
Gwamnoni Sun Amince Da Dubu 22, 500 a Matsayin Albashi Mafi Karanci	Nigeria
Kungiyar Manyan Ma’aikatan Jami’o’i Na Zanga-zangar Lumana a Najeriya	Nigeria
Masu Garkuwa Da Mutane Sun Sace Mahaifiyar Wani Dan Majalisar Nijar	Africa
Boko Haram: Leah Sharibu Ta Cika Shekara 16 Da Haihuwa	Nigeria
Mutum 157 Suka Mutu A Hadarin Jirgin Saman Habasha	Africa
Musulmi A Jihar Imo Sun Yi Kira Ga Zaman Lafiya	Nigeria
Hukumar Kwastam Tayi Kamen Haramtattun Kaya Na Fiye Da Miliyan 100	Nigeria
Dole Mu Tallafawa Kananan Hukumomi-Gwamnan Jigawa	Nigeria
Babban Jami'in Dan Sanda, 'Yan Shi'a Sun Rasa Rayukansu a Arangamar Abuja	Nigeria
An Kai Hare-haren Sama Akan Birnin Tripoli	Africa
Sojojin Siriya Sun Danna Cikin Manbij Da Ke Aleppo	World
An Kai Hari A wasu Masallatai A New Zealand	World
An sami kananan yara 45 dauke da kwayar cutar shan inna bana a Najeriya	Health
Mutane 7 Sun Mutu A Wani Fada Da Ya Barke A Kasar Yemen	World
Kura Ta Lafa Bayan Wani Rikici Da Ya Barke A Wata Kasuwar Legas	Nigeria
Turkiyya Ta ce Tana Da Hujjoji Akan Kisan Khashoggi	World
An Gano Sabon Maganin Warkar Da Cibiyar Jariri	Health
Rudunar Tsaron Jihar Pilato Ta Dauki Matakai Yayin Da Sallah Ke Gabatowa	Nigeria
Alhazan Kasar Nijer Sun Kosa Su Koma Gida	Africa
Kungiyoyin Mata Na Kira Da A Dai-Daita Sahun Siyasa A Najeriya	Politics
Yakin Neman Zaben Shugabancin Najeriya Ya Zafafa	Politics
Shugaba Trump Na Ziyara A Vegas Inda Wani Ya Hallaka Mutane 58	World
Amurka Ta Fara Mikawa Malaysia Kudadenta Da Aka Sace	World
Me Buhari Ya Ce Kan Rashin Dan takara a Zamfara?	Politics
Ambaliyan Ruwa Ya Yi Barna A Jamhuriyar Niger	Africa
Shuwagabannin Kasashen Afrika Na Bukatar Mutunta Demokaradiyya	Africa
Kungiyar Rotary Ta Nemi Karin Hadin Kai Kan Polio	Health
Gwamnatin Kaduna Ta Tantance Adadin Mutanen Da Aka Ceto A Makarantar Islamiya	Nigeria
Amurka Da Brazil Sun Bude Sabon Shafin Dangantaka	World
Masu Bukata Ta Musamman Sun Yi Gangami Kan Zaben Najeriya	Politics
Wani Matashi Ya Taimaka Wajen Kashe Mahaifinsa	Nigeria
An Dauki Matakan Tsaro A Jihar Nassarawa Bayan Asarar Rayuka	Nigeria
Yan Shi'a Sun Kara Kaimi A Fafutukar Ganin An Sake El-Zakzaky	Nigeria
Sojojin Hadin Gwiwa Tsakanin Amurka Da Nijar 8 Sun Mutu	World
Jam'iyyun APC da PDP sun rage damuwa da batun canza sheka	Politics
An Kai Sabon Hari Kan Cibiyar Masu Kula Da Cutar Ebola A Congo	Health
Fafaroma Ya Bayyana Tsananin Damuwa Kan Matakin Trump Game Da Birnin Kudus	World
Shugabannin Addinai A Kaduna Na Takaddama Kan Batun Satar Mutane	Nigeria
Sojojin Ruwan Kasar Indonesia Sun Gano Wata Na'urar Bayanan Jirgin Sama a Cikin Teku	World
Jami'yyar APC Ta Sha Da Kyar A zaben 'Yan Majalisar Jihar Adamawa	Politics
Nijar Ta Jaddada Bukatar Neman a Mika Mata Hama Amadou	Africa
Mataimakan Firai Ministar Birtaniya Sun Fara Shirin Kamfe Na Ko Ta Kwana	World
Zargin Almundahana: Atiku Ya Bukaci a Soke Jam'iyyar APC	Politics
Hukumar Yaki Da Cin Hanci A Jamhuriyar Nijar Ta Kara Kaimi	Africa
Trump Ya Aikawa Da Kim Jong Un Wasika	World
Fashewar Wani Abu a Agadez Ta Yi Sanadiya Mutuwar Wani Almajiri	Africa
Chadi Ta Yi Mamakin Saka Ta Cikin Kasashen Da Aka Hana Ma Zuwa Amurka Cikin Sauki	World
Masarautar Kano Zata Samu Karin Sarakunan Yanka 4	Nigeria
An Yiwa Kananan Yara Miliyan Daya Rigakafin Kyanda A Jihar Jigawa	Health
Ana Zargin 'Yan Rasha, Dan Ukraine Da Hannu a Harin Jirgin Malaysia MH17	World
Zambia Ta Hana Wani Dan Adawan Kasar Zimbabwe Mafakar Siyasa	Africa
Kotun Daukaka Kara Ta Ce Abba Ne Dan Takarar PDP A Kano	Politics
Ebola: Uganda Ta Mayar Da Wasu 'Yan Kasar Congo Gida	Health
Dakarun Sojin Najeriya Sunyi Nasara Kan 'Yan-Ta'adda Na Boko Haram	Nigeria
Kungiyar Izala Ta Baiwa Shugaban Najeriya Shawara Kan Tsaro	Nigeria
Mata Suna Iya Kare ‘Ya’yansu Daga Kamuwa Da Malariya	Health
Mutane Goma Sha Bakwai Sun Mutu A Wani Tashin Bam A Somalia	Africa
Shekara Daya Da Rabi Ba A Samu Bullar Polio A Jigawa Ba	Health
Ruwa Ya Karya Gadar Da Ta Hada Jamhuriyar Benin da Nijer	Africa
Nijar-Kungiyoyin Fafutika Za Su Yi Zanga-zanga Kan Dokar Kara Haraji Ta 2018	Africa
Akwai kananan yara da dama da ba a yiwa rigakafin shan inna ba a Najeriya	Health
An Gargadi Babban Birnin Zimbabwe Harare Kan Hadarin Sakewar Barkewar Cutar Kwalara	Health
Majalisar Wakilan Najeriya Ta Sanya Hanna A Kudirin Hana Amfani Da Leda	Politics
Yan Ta'adda Sun Kashe Sojojin Nijar 12 A Inda Su Ka Kashe Na Amurka 4	World
Uwargida Michelle Obama Tana Cika Shekara Guda Da Shirin Yaki Da Kiba A Tsakanin yara	Health
Jam’iyyar APC Ta Dage Zaben Fidda Gwani Na Jihohi Shida a Najeriya	Politics
Akwai Bukatar Rage Illar Shan Barasa	Health
Hukumar Lafiya Ta Duniya (WHO) Ta Kaddamar Da Allurar Rigafin Ciwon Shawara	Health
Pakistan: An Kama Malamin Da Ake Zargi Da Kafa Kungiyar 'Yan Ta'adda	World
EFCC Ta Musanta Zargin Yi wa 'Yan Adawa Da Shugaba Buhari Bi Ta da Kulli	Politics
Majalisar Dokokin Najeriya Za Ta Dawo Daga Hutu Cikin Rigingimun Shugabanci	Politics
Nijer Ta Bukaci Hadin Kan Jakadun kasashen waje Don Shirin Zaben Ta	Africa
Macron Ya Sha Alwashin Sake Gina Mujami'ar Notre Dame Cikin Shekaru Biyar	World
Tsaro: Gwamnatin Najeriya Da Sarakuna Za Su Hada Kai	Nigeria
An Kaddamar Da Shirin Ruga Na Farko A Najeriya	Nigeria
Shugaba Trump Ya Gargadi Kasar Iran	World
Wata Kungiyar Agaji Ta Dauki Ma’aikatan Polio 350 A Jihar Bauchi	Health
Dan Takarar Sanata A Jihar Naija Ya Maka INEC, Jam'iyyarsa A Kotu	Politics
A Kasar Kamaru Wasu 'Yan Bindiga Sun Kashe Sarkin Balondo	Africa
Jami’an Tsaro Za Su Raka El Zakzaky India Neman Magani	World
Dage Zaben Bai Da Alaka Da Batun Tsaro Ko Katsalandan Siyasa-INEC	Politics
Kungiyar Taliban Ta Kai Hari A Wani Sansanin Soja A Kudancin Afghanistan	World
Manyan kamfanoni sun yi kira da a dage dokar kayyadewa masu HIV tafiye tafiye	Health
Atone-Janar Na Amurka Ya Fitar Da Takaitaccen Rahoton Mueller	World
Yan Sanda Sun Kama Wasu Masu Zanga-zanga a Rasha	World
Kungiyoyi Masu Zaman Kansu, Sun Shiga Siyasa Dumu-Dumu	Politics
Ministan Ruwa A Najeriya Ya Ce Ma'aikatar Ta Samu Ci Gaba Ainun Karkashin sa	Politics
Shugaban Najeriya Goodluck Jonathan Yana So A Sake Tsarin Yaki Da Cutar HIV	Health
Ana Zaben Shugaban Kasa A Afghanistan	World
Akwai Bukatar A Yi Nazari Sosai Kafin A Dauki Jami'in Tsaro Aiki - Inji Otaki Osana	Nigeria
Mahajjata Suna Saba Ka'idar Daukar Kaya - Inji Mukhtar	Nigeria
Gwamnatin Nijar Za Ta Fara Nada Shugabannin Jami’o’i Maimakon Zabensu	Africa
Boko Haram Ta Kai Hari Kan Wasu Matafiya a Borno	Nigeria
Babu Zakara A Zaben Gwamnan Jihar Osun	Politics
Barkewar Annobar Ebola Matsala Ce Ta Gaggawa Ga Kasashe	Health
Malamai A Yankin Bamenda Suna Gudanar Da Zanga Zanga Yayin Da Ake Jarrabawa	Africa
A jihar Taraba Anyi Cincirindo Wajen Ganin Likita Kyauta	Health
Ana Ci Gaba Da Zaman Dar-Dar A Garin Shinkai Na Jihar Taraba	Nigeria
Dumamar Yanayi Zai Iya Kara Yaduwar Zazzabin Cizon Sauro	Health
Za A Dawo Wa Alhazai Ragowar Kudi Naira Dubu 51	Nigeria
An Bukaci A Yankewa Wadanda Suka Kashe Khashoggi Hukuncin Kisa	World
An Rantsar Da Sabon Shugaban 'Yan sandan Najeriya	Nigeria
Shugabannin kasashen Afirka sun jadada niyar kara hada hannu wajen shawo kan zazzabin malariya	Health
Shugaban Amurka Donald Trump Yace Akwai Sauran Zabi	World
Saudiya Ta Karu A Cikin Masu Zargin Iran Da Kaiwa Tankokin Mai Hari	World
Rikicin Zamfara: Sarakunan Gargajiyar Jihar Sun Ce Zasu Fasa Kwai	Nigeria
Amurka Zata Kara Tsaurara Takunkumi Akan Rasha	World
Cikakken Bayanin Cutar Maleriya Kashi Na Shida - Yadda Ake Ganowa Da Jinyar Maleriya	Health
Jihar Kano Na Kwadayin Kafa Dokar Hana Sakin Aure Kamar Yadda Indiya Tayi	World
Takala: Amurka Ta Gargadi Turkiyya Da Kurdawa	World
Manjo Al-Mustapha Yace Wasu Manya ke Haddasa Rikici A Nigeria	Nigeria
Tagwayen Bincike a Amurka Sun Gano Yadda Kwayar Cutar HIV Ke Zama Kanjamau	Health
Rikicin Kaduna: Buhari Ya Kai Ziyarar Jaje	Nigeria
Mata Masu Matsuwa Suna Sa Wannan Matsalar Ga Jariransu	Health
Rundunar Sojan Amurka na Binciken Kashe Sojojinta Hudu a Nijer	World
Cutar Ebola ta Sake Kashe Wata Likita a Kasar Saliyo	Health
INEC Za Ta Kalubalanci Umurnin Dakatar Da Zaben Adamawa	Politics
Gwamnatin jihar Kano ta yiwa kananan yara miliyan 7.6 rigakafin shan inna	Health
Mnangagwa Ya Dauki Rantsuwar Kama Aiki a Matsayin Shugaban Zimbabwe	Africa
Spain: Jam'iyyar 'Yan Gurguzu Mai Mulki Ta Samu Kuri'u Masu Yawa	World
Ci Gaba Da Rike El-Zakzzaky Zai Kawo Matsalar Tsaro-Masanin Tsaro	Nigeria
Wasu nazarce nazarce da aka yi sun nuna cewa maganin jinyar kanjamau, suna kuma yin rigakafi	Health
Kungiyar Sa-kan CJTF Ta Sako Daruruwan Yara	Nigeria
An Kama Gulalai 'Yar Gwagwarmaya a Pakistan	World
Minista ta Dauki Matakin Killace kan ta Bayan Mutuwar Direban ta Sanadiyar Ebola	Health
An Kaiwa Masu Zanga-zanga Hari a Sudan	Africa
Hukumar Lafiya Ta Duniya Tana Kokarin Kawar da Gubar Dalma	Health
Antonio Guterres: Nasarar Yakin Sauyin Yanayi Na Sabulewa Duniya	World
APC Ta Karbe Gombe, An Samu Akasi a Bauchi	Politics
Sojojin Ethiopia Sun Mamaye Hanyoyi Da Gine-ginen Gwamnati A Yankin Gabashin Somalia	Africa
CAN Ta Ziyarci 'Yan Gudun Hijira A Borno	Nigeria
Ana Ci Gaba Da Sa In Sa Kan 'Yar Tinke A Jam'iyyar APC	Politics
Shugaban Najeriya Ya Sa Sannu a Wata Dokar Yaki Da Sace Kudaden Kasa	Nigeria
Mata Da Nakasassu Sun Fito Zabe A Jihar Niger	Politics
Hong Kong Ta Dakatar Da Shirin Mika Masu Laifi Ga China	World
Zaben 2019, Talakawa Sai Ku Zabi Masu Kaunarku	Politics
Saudiyya Ta Tsare Mutum Takwas, Har Da Amurkawa Biyu	World
Abin Sani Kan Rigakafin Yara	Health
Masana Sunce Daya Cikin Mata Takwas, Na Da Hatsarin Kamuwa Da Kansa	Health
Uganda na tuhumar wani dan adawa da laifin cin amanar kasa	Africa
An Samu Sabanin Ra'ayi Game Da Yadda Za a Kawo Sauyi a Libya	World
Tsaro: Matakan Da Muke Dauka Na Tasiri - Gwamnatin Zamfara	Nigeria
Ana Samun Karin Hadin Kai Tsakanin Amurka Da Masar A Yaki Da Taaddanci	World
Kasar Zambia Ta Maida Tendai Biti Zimbabwe	Africa
Wata Kungiyar Mata A Najeria Na Kara Jan Hankali Akan Lafiyar Mata Masu Juna Biyu	Health
A Niger Likitoci Suna Fadakar Da Mata Muhimmancin Shayar Da Nonon Uwa.	Africa
Warin Kaji Na Iya Korar Jinsin Sauro Mai Sanya Cutar Maleriya	Health
Amnesty Ta Zargi Sojojin Myanmar Da Laifukan Yaki	World
Hana Hafsan Hafsoshin Indonesia Shiga Amurka Ya Jawo Takaddama Tsakanin Kasashen	World
Ana Zaben Shugaban Kasa a Mauritania	Africa
Majalisar Dinkin Duniya Ta Baiyyana Aikinta Bisan Lafiyar Kananan Yara	Health
Gwamnatin tarayyar Najeriya ta ayyana dokar ta baci kan cutar Polio	Health
Kalubalen Da Ke Gaban Shugaba Buhari	Politics
Wasu Jihohi a Nijeriya Sun Gudanar da Zaben Tsayar da Yan Takarar Gwamna	Politics
Yan Adawa A Majalisar Dokokin Nijar Sun Kauracewa Zama	Africa
Hukumar DSS Ta Bayyana Yadda Mal Lawal Daura Ya keta Ka'idojin Gwamnati	Politics
Babbar Sallah: An Kulla Yarjejeniyar Tsagaita Wuta a Libya	Africa
Nasarawa: PDP Za Ta Garzaya Kotu Kan Zaben Gwamna	Politics
Babban Hafsan Mayakan Saman Nigeria Ya Bukaci 'Yan Bindigan Da Ke Zamfara Su Yi Saranda	Nigeria
An Samu Akwatunan Kudi a Gidan Omar Al Bashir a Sudan	Africa
An Yiwa ‘Yan Jaridu Bitar Zazzabin Ciwon Sauro a Jihar Gombe	Health
Korar Karar Wasu 'Yan Jarida Biyu Dake Myanmar	World
Sabon Fada Ya Halaka Mutum 69 a Kamaru	Africa
Sojojin Amurka Uku Sun Mutu Bayan Tashin Wani Bam	World
Yau Ce Ranar Ma'aikata ta Duniya	World
NEMA Na Wayar Da Kan Al'umma Kan Ambaliyar Ruwa Da Ka Iya Faruwa	Nigeria
Najeriya ta kara kaimi wajen kare yara daga daukar cutar HIV	Health
An Yi Bukukuwan Tunawa Da Gudunmowar Matan Karkara a Duniya	World
MDD Ta Fara Binciken Musabbabin Kisan Mutum 150 a Mali	World
MDD Ta Bai wa 'Yan Siyasan Najeriya Shawara Kan Kalaman Batanci	World
Dattawan Arewa Sun Nemi Fulani Makiyaya Su Koma Arewa	Nigeria
An gano wasu nau'in kwayar halitta dake hana kamuwa da zazzabin cizon sauro	Health
Karancin Kudi yana barazana ga yaki da zazzabin cizon sauro a nahiyar Afrika	Health
Matashiya Ta Yi Wa Shugabannin Duniya Wankin Babban Bargo Kan Sauyin Yanayi	World
Wasu 'Yan Kunar Bakin Wake Sun Kai Hari Garin Shawu Dake Jihar Adamawa	Nigeria
Uwargidan Shugaban Najeriya Ta Kafa Kwamitin Yakin Neman Zabe	Nigeria
Rasuwar Mugabe Babban Rashi Ne Ga Afirka: Boube Na Mewa	Africa
Wacce Rawa Malaman Addinai Za Su Iya Takawa a Zaben 2019?	Politics
Akwai Mafita Game Da Batun 'Yan Shi'a Inji 'Yan Fafatuka	Nigeria
GABAS TA TSAKIYA: Amurka Zata Sake Lale A Tsarin Tallafawa Tsirarru	World
Me Sauya Shekar Siyasa Ke Haifar Wa Dimokaradiyya?	Politics
Tambuwal Ya Ce Batun Rashin Kammalar Zabe Bai Da Muhalli	Politics
Sudan: Al-Bashir Ya Karbi Kudade Daga Saudiyya	Africa
Nijar Ta Karbi Shugabancin Rundunar Tsaro Ta G5 Sahel	Africa
Abin Da Ke Tafe: Hira Ta Musamman Da Muryar Amurka Ta Yi Da Buhari, Atiku	Politics
An Sace Dan Majalisar Dokokin Jihar Sokoto	Nigeria
Ebola: Rwanda Ta Rufe Kan Iyakarta Da Congo	Health
Niger: Ambaliyan Ruwa Ya Rutsa Da Mutane Uku - 42'	Africa
Sojojin Najeriya Ya Kamata Ku Sani Ba'a Sauyawa Tuwo Suna	Nigeria
Babu Wani Yunkurin Tauye Hakkokin 'Yan Jarida a Najeriya - Majalisa	Nigeria
Najeriya ta Lashi Takobin Kawar da Polio Nan da 2015	Health
Hukumomin Amurka Sun Amince Da Sabon Maganin Ciwon Suga Na Kamfanin Johnson & Johnson	Health
Cikakken Bayanin Cutar Maleriya Kashi Na Uku - Yadda Maleriya Take Yaduwa	Health
An Tsananta Zanga-zangar Kiran Shugaba Boutlefika Ya Tafi	Africa
Buhari Na Kan Gaba Zuwa Yanzu a Zaben Shugaban Kasa	Politics
Benjamin Netanyahu Ya Yi Nasarar Samun Wa’adi Na Biyar	World
INEC Ta Tsayar Da Ranar Da Za a Sake Zabuka a Najeriya	Politics
Muhimman Bayanai Kan Rigakafi Da Kula Da Kananan Yara	Health
Zaben Buhari: PDP Ta Ruga Kotu	Politics
Kudin Dake Asusun Ajiya Na Kasar China Zai Kare A Shekarar 2035	World
Najeriya Na Jerin Kasashen Da Aka Fi Yawan Kashe-kashe A Duniya	World
An Yi Jana'izar Wasu Sojojin Saman Najeriya Da Suka Mutu A Fagen Daga	Nigeria
Almajiran El-Zakzaky Sun Yi Ikirarin An Kashe Musu 'Yan Uwa Ranar Ashura	Nigeria
Wani Lauya Ya Shigar Da Karar Neman A Mayar Da Nnamdi Kanu Najeriya	Nigeria
Myanmar Ta Saki 'Yan jaridar Reuters Biyu Da Ta Tsare	World
Ana Kokarin Kare Kasar Kongo Daga Wata Annobar Ebola	Health
Zabe Na Tafiya Kamar Yadda Ya Kamata A Kano Da Jigawa	Politics
Hira Da Dan Takarar Jam'iyar People's Trust, Joel Gbenga Hashim	Politics
Rashin Tsaro Zai Iya Yin Cikas Ga Yarjejeniyar Kasuwancin Afirka - MDD	Africa
Ba Zan Cika Wa'adina Ba Idan Aka Zabe Ni a Karo Na Biyar - Bouteflika	Africa
Shugaba Trump Ya Sami Bayanan Sirri Kan Rikicin Nukiliyar Da Koriya Ta Arewa.	World
Za A Yi Ma Yara Miliyan 20 Rigakafin Polio A Gabas Ta Tsakiya	Health
Yunwa Ce Ta Sa Wasu Mata Saida Kuri'unsu A Maiduguri- Inji Kakabe	Politics
Yau Ta Ke Ranar Kare ‘Yancin Bil Adama Ta Duniya	World
Shayar da jarirai da nonon uwa yana kara masu basira	Health
Cin Hanci Da Rashawa Ke Kawo Rashin Tsaro A Duniya- Muhammadu Buhari	Nigeria
An Sake Sassauta Dokar Hana Fita a Kaduna	Nigeria
Mozambique: Chang Zai Fuskanci Shari'a A Kasar Sa	Africa
Da Alamu Jam'iyyar ANC Ta Afrika Ta Kudu Ita Zata Lashe Zabe	Africa
Kimanin mutane dubu bakwai ke dauke da nau’in tarin fuka da baya jin magania Najeriya	Health
Asusun tallafi na Bill da Milinda Gates ya kashe dala miliyan 6.7 a jihar Gombe	Health
Kasar Ghana Ta Shiga Fargabar Samun Harin Ta'addanci	Africa
Shugaba Buhari Zai Je Maiduguri	Politics
Yau Take Ranar Yaki Da Talauci a Duniya	World
Hukumar Alhazai Ta Ce Za'a Fara Kai Kayan Abincin Nigeria Saudiyya	World
Guguwar Trami Ta Afka Kan Japan	World
Ana Kokarin Shan Kan Bazuwar Ebola a Kasar Guinea	Health
An yiwa wadansu mata 18 masu yoyon futsari tiyata a Cross River	Health
An Samu Bullar Polio 14 A Jihar Borno	Health
